year,month,day,team,opponent,location,teamscore,oppscore
2020,2,15,Middle Tenn.,UAB,H,66,79
2019,12,21,Middle Tenn.,St. Bonaventure,H,65,66
2020,1,25,Middle Tenn.,Southern Miss.,H,65,63
2020,3,7,Middle Tenn.,Southern Miss.,H,65,62
2019,12,29,Middle Tenn.,Rhode Island,H,62,89
2019,11,30,Middle Tenn.,Belmont,H,59,71
2020,3,4,Middle Tenn.,UTEP,H,56,60
2020,1,11,Middle Tenn.,Western Ky.,H,53,69
2019,11,22,Middle Tenn.,Tulane,N,74,86
2019,11,21,Middle Tenn.,Villanova,N,69,98
2019,11,24,Middle Tenn.,Ohio,N,63,75
2019,11,9,Milwaukee,Western Mich.,H,110,115
2020,2,15,Milwaukee,Green Bay,H,90,94
2020,1,16,Milwaukee,Detroit Mercy,H,84,90
2019,11,19,Milwaukee,North Dakota,H,79,70
2020,1,3,Milwaukee,IUPUI,H,78,74
2020,1,18,Milwaukee,Oakland,H,73,68
2020,2,29,Milwaukee,Youngstown St.,H,69,73
2019,12,14,Milwaukee,Eastern Ill.,H,68,75
2020,2,27,Milwaukee,Cleveland St.,H,68,70
2020,1,5,Milwaukee,UIC,H,64,62
2019,11,15,Milwaukee,Kansas City,H,61,52
2020,1,31,Milwaukee,Wright St.,H,61,65
2020,2,2,Milwaukee,Northern Ky.,H,56,65
2019,11,22,Milwaukee,Rice,N,69,75
2019,11,24,Milwaukee,George Washington,N,63,66
2019,11,23,Milwaukee,Morgan St.,N,62,57
2020,3,8,Minnesota,Nebraska,H,107,75
2019,12,28,Minnesota,FIU,H,89,62
2019,11,5,Minnesota,Cleveland St.,H,85,50
2019,12,15,Minnesota,Ohio St.,H,84,71
2019,11,21,Minnesota,Central Mich.,H,82,57
2019,11,24,Minnesota,North Dakota,H,79,56
2019,12,2,Minnesota,Clemson,H,78,60
2020,1,5,Minnesota,Northwestern,H,77,68
2020,1,12,Minnesota,Michigan,H,75,67
2020,1,15,Minnesota,Penn St.,H,75,69
2020,2,26,Minnesota,Maryland,H,73,74
2020,2,5,Minnesota,Wisconsin,H,70,52
2019,11,29,Minnesota,DePaul,H,68,73
2020,2,19,Minnesota,Indiana,H,56,68
2020,2,16,Minnesota,Iowa,H,55,58
2020,1,26,Minnesota,Michigan St.,H,52,70
2019,12,21,Minnesota,Oklahoma St.,N,86,66
2019,11,9,Minnesota,Oklahoma,N,62,71
2019,12,30,Mississippi St.,Kent St.,H,96,68
2020,1,18,Mississippi St.,Georgia,H,91,59
2020,2,1,Mississippi St.,Tennessee,H,86,73
2019,11,17,Mississippi St.,New Orleans,H,82,59
2020,2,8,Mississippi St.,Vanderbilt,H,80,70
2020,2,25,Mississippi St.,Alabama,H,80,73
2020,2,19,Mississippi St.,South Carolina,H,79,76
2019,11,5,Mississippi St.,FIU,H,77,69
2019,12,18,Mississippi St.,Radford,H,77,68
2020,1,22,Mississippi St.,Arkansas,H,77,70
2020,1,14,Mississippi St.,Missouri,H,72,45
2020,3,7,Mississippi St.,Ole Miss,H,69,44
2020,1,4,Mississippi St.,Auburn,H,68,80
2019,11,8,Mississippi St.,Sam Houston St.,H,67,58
2019,12,5,Mississippi St.,Louisiana Tech,H,67,74
2019,11,14,Mississippi St.,La.-Monroe,H,62,45
2019,11,21,Mississippi St.,Tulane,N,80,66
2019,11,22,Mississippi St.,Villanova,N,76,83
2019,12,14,Mississippi St.,Kansas St.,N,67,61
2019,12,22,Mississippi St.,New Mexico St.,N,52,58
2020,2,22,Mississippi Val.,Texas Southern,H,92,94
2020,1,4,Mississippi Val.,Ark.-Pine Bluff,H,76,80
2020,2,8,Mississippi Val.,Alabama St.,H,74,87
2020,1,18,Mississippi Val.,Alcorn,H,73,105
2020,1,20,Mississippi Val.,Southern U.,H,70,74
2020,2,24,Mississippi Val.,Prairie View,H,69,88
2020,2,10,Mississippi Val.,Alabama A&M,H,67,61
2020,2,1,Mississippi Val.,Jackson St.,H,65,85
2020,2,3,Mississippi Val.,Grambling,H,65,90
2019,12,30,Missouri,Chicago St.,H,91,33
2020,1,11,Missouri,Florida,H,91,75
2020,2,15,Missouri,Auburn,H,85,73
2020,2,8,Missouri,Arkansas,H,83,79
2019,11,6,Missouri,UIW,H,82,42
2019,11,18,Missouri,Wofford,H,75,56
2020,1,28,Missouri,Georgia,H,72,69
2019,11,8,Missouri,Northern Ky.,H,71,56
2020,2,18,Missouri,Ole Miss,H,71,68
2019,11,20,Missouri,Morehead St.,H,70,52
2020,3,7,Missouri,Alabama,H,69,50
2019,12,15,Missouri,Southern Ill.,H,64,48
2020,1,21,Missouri,Texas A&M,H,64,66
2020,2,29,Missouri,Mississippi St.,H,63,67
2019,12,3,Missouri,Charleston So.,H,60,68
2020,1,7,Missouri,Tennessee,H,59,69
2019,11,26,Missouri,Oklahoma,N,66,77
2019,12,21,Missouri,Illinois,N,63,56
2019,11,25,Missouri,Butler,N,52,63
2020,2,12,Missouri St.,Drake,H,97,62
2019,12,6,Missouri St.,Mississippi Val.,H,86,62
2020,2,29,Missouri St.,Southern Ill.,H,84,59
2020,2,5,Missouri St.,Illinois St.,H,80,60
2020,1,15,Missouri St.,Bradley,H,78,91
2019,12,11,Missouri St.,Arkansas St.,H,75,53
2020,2,22,Missouri St.,Loyola Chicago,H,74,62
2019,11,12,Missouri St.,Cleveland St.,H,73,53
2019,12,3,Missouri St.,Murray St.,H,71,69
2020,2,1,Missouri St.,Indiana St.,H,68,78
2020,1,23,Missouri St.,Valparaiso,H,67,60
2019,11,5,Missouri St.,Little Rock,H,66,67
2019,12,31,Missouri St.,Evansville,H,65,52
2019,11,10,Missouri St.,Alabama St.,H,59,50
2020,1,11,Missouri St.,UNI,H,57,80
2020,3,7,Missouri St.,Valparaiso,N,82,89
2020,3,6,Missouri St.,Indiana St.,N,78,51
2019,11,24,Missouri St.,Buffalo,N,74,75
2019,11,22,Missouri St.,Saint Joseph's,N,71,69
2019,11,21,Missouri St.,Miami (FL),N,70,74
2020,2,2,Monmouth,Rider,H,90,84
2020,2,23,Monmouth,Quinnipiac,H,89,78
2020,1,10,Monmouth,Canisius,H,84,65
2020,1,24,Monmouth,Niagara,H,82,71
2019,11,26,Monmouth,Radford,H,80,63
2020,3,1,Monmouth,Manhattan,H,80,60
2019,11,27,Monmouth,Norfolk St.,H,75,71
2020,1,16,Monmouth,Marist,H,74,66
2020,1,5,Monmouth,Iona,H,73,61
2019,12,21,Monmouth,Albany (NY),H,72,70
2020,3,6,Monmouth,Siena,H,72,86
2020,2,9,Monmouth,Saint Peter's,H,69,81
2020,3,4,Monmouth,Fairfield,H,69,45
2019,11,22,Monmouth,Kennesaw St.,N,71,40
2019,11,23,Monmouth,Stetson,N,55,63
2020,2,6,Montana,Eastern Wash.,H,92,82
2020,1,13,Montana,Portland St.,H,85,70
2020,3,7,Montana,Southern Utah,H,80,85
2019,12,28,Montana,Northern Ariz.,H,79,72
2020,2,1,Montana,Montana St.,H,78,64
2020,2,15,Montana,Idaho St.,H,78,63
2019,12,6,Montana,North Dakota,H,77,70
2019,11,25,Montana,Texas Southern,H,74,62
2020,2,13,Montana,Weber St.,H,72,37
2019,11,29,Montana,Coppin St.,H,69,62
2020,1,18,Montana,Idaho,H,67,63
2020,3,5,Montana,Northern Colo.,H,64,71
2019,12,30,Montana,Sacramento St.,H,52,50
2019,12,5,Montana St.,South Dakota St.,H,77,70
2020,2,15,Montana St.,Weber St.,H,77,63
2020,1,11,Montana St.,Portland St.,H,76,77
2020,2,13,Montana St.,Idaho St.,H,73,69
2020,3,5,Montana St.,Southern Utah,H,73,65
2019,11,30,Montana St.,Green Bay,H,72,98
2020,2,6,Montana St.,Idaho,H,72,50
2019,12,28,Montana St.,Sacramento St.,H,66,51
2019,12,30,Montana St.,Northern Ariz.,H,63,61
2020,3,7,Montana St.,Northern Colo.,H,61,75
2020,1,18,Montana St.,Eastern Wash.,H,58,71
2020,2,22,Montana St.,Montana,H,54,59
2019,11,15,Montana St.,Appalachian St.,N,59,56
2019,11,17,Montana St.,Tennessee Tech,N,52,39
2019,11,5,Morehead St.,Samford,H,90,86
2020,1,30,Morehead St.,Southeast Mo. St.,H,90,74
2020,2,1,Morehead St.,UT Martin,H,85,77
2020,1,4,Morehead St.,Tennessee Tech,H,83,72
2020,1,9,Morehead St.,SIUE,H,83,77
2019,11,16,Morehead St.,UMES,H,76,53
2020,1,2,Morehead St.,Jacksonville St.,H,72,76
2020,2,13,Morehead St.,Eastern Ky.,H,71,78
2020,1,11,Morehead St.,Eastern Ill.,H,69,66
2020,2,20,Morehead St.,Belmont,H,67,80
2020,2,22,Morehead St.,Tennessee St.,H,66,63
2019,12,16,Morehead St.,Marshall,H,62,89
2019,12,4,Morehead St.,IUPUI,H,56,51
2020,3,4,Morehead St.,Tennessee St.,N,67,74
2020,2,24,Morgan St.,Delaware St.,H,90,80
2020,1,6,Morgan St.,South Carolina St.,H,77,63
2019,12,7,Morgan St.,Longwood,H,73,65
2020,1,20,Morgan St.,N.C. A&T,H,70,76
2020,1,18,Morgan St.,Howard,H,68,58
2019,11,13,Morgan St.,Saint Francis (PA),H,65,71
2020,2,29,Morgan St.,Coppin St.,H,65,72
2020,3,5,Morgan St.,Norfolk St.,H,62,68
2020,2,8,Morgan St.,UMES,H,61,53
2019,12,4,Morgan St.,Towson,H,59,76
2020,2,10,Morgan St.,N.C. Central,H,57,58
2019,11,24,Morgan St.,Evansville,N,112,115
2019,11,23,Morgan St.,Milwaukee,N,57,62
2019,11,22,Morgan St.,Liberty,N,48,89
2020,1,4,Mount St. Mary's,LIU,H,82,73
2019,12,27,Mount St. Mary's,Coppin St.,H,79,55
2020,1,18,Mount St. Mary's,Central Conn. St.,H,79,52
2020,1,25,Mount St. Mary's,Bryant,H,79,76
2020,2,29,Mount St. Mary's,Fairleigh Dickinson,H,77,83
2019,12,17,Mount St. Mary's,American,H,76,82
2020,2,23,Mount St. Mary's,Merrimack,H,65,57
2019,11,26,Mount St. Mary's,Utah Valley,H,64,61
2020,2,13,Mount St. Mary's,Robert Morris,H,60,77
2020,1,20,Mount St. Mary's,St. Francis Brooklyn,H,59,39
2020,2,15,Mount St. Mary's,Saint Francis (PA),H,55,70
2019,12,7,Mount St. Mary's,Loyola Maryland,H,48,64
2020,1,2,Mount St. Mary's,Wagner,H,47,66
2020,1,2,Murray St.,UT Martin,H,89,76
2019,12,7,Murray St.,Middle Tenn.,H,85,52
2020,1,23,Murray St.,Belmont,H,85,75
2020,2,15,Murray St.,Morehead St.,H,85,57
2020,1,4,Murray St.,Southeast Mo. St.,H,81,59
2019,11,19,Murray St.,Southern Ill.,H,79,66
2020,1,25,Murray St.,Tennessee St.,H,76,64
2020,2,29,Murray St.,Austin Peay,H,75,61
2019,12,16,Murray St.,Kennesaw St.,H,74,38
2020,2,1,Murray St.,SIUE,H,74,55
2020,2,27,Murray St.,Eastern Ky.,H,74,62
2020,1,30,Murray St.,Eastern Ill.,H,73,70
2019,11,9,Murray St.,Southern U.,H,69,49
2020,3,7,Murray St.,Belmont,N,75,76
2020,3,6,Murray St.,Austin Peay,N,73,61
2019,11,26,Murray St.,Weber St.,N,69,68
2019,11,25,Murray St.,La Salle,N,64,75
2019,11,27,Murray St.,Drake,N,53,63
2020,1,25,N.C. A&T,Bethune-Cookman,H,98,95
2020,1,6,N.C. A&T,Florida A&M,H,97,90
2020,2,24,N.C. A&T,UMES,H,83,62
2020,1,27,N.C. A&T,Delaware St.,H,82,67
2020,2,3,N.C. A&T,South Carolina St.,H,78,63
2020,2,17,N.C. A&T,N.C. Central,H,77,60
2020,2,1,N.C. A&T,Norfolk St.,H,74,68
2020,2,22,N.C. A&T,Howard,H,71,67
2019,11,8,N.C. A&T,Charleston So.,H,63,49
2019,12,4,N.C. A&T,Longwood,H,52,41
2019,11,30,N.C. A&T,Jacksonville,H,45,61
2019,12,17,N.C. A&T,Kent St.,N,71,85
2019,11,22,N.C. A&T,Nicholls St.,N,66,54
2019,11,24,N.C. A&T,Eastern Mich.,N,54,58
2020,3,5,N.C. Central,N.C. A&T,H,86,80
2020,2,24,N.C. Central,Howard,H,80,65
2020,2,22,N.C. Central,UMES,H,74,55
2019,11,11,N.C. Central,USC Upstate,H,73,64
2020,2,1,N.C. Central,South Carolina St.,H,73,56
2020,1,25,N.C. Central,Delaware St.,H,72,45
2020,3,2,N.C. Central,Bethune-Cookman,H,71,68
2020,2,3,N.C. Central,Norfolk St.,H,69,63
2020,1,4,N.C. Central,Florida A&M,H,61,45
2020,1,29,Navy,Holy Cross,H,81,66
2019,11,26,Navy,Cornell,H,72,61
2020,1,18,Navy,Lafayette,H,68,66
2020,1,25,Navy,Army West Point,H,66,73
2020,1,2,Navy,Lehigh,H,64,58
2020,1,11,Navy,Colgate,H,63,70
2019,11,8,Navy,East Carolina,H,62,57
2020,2,26,Navy,Loyola Maryland,H,62,57
2019,11,22,Navy,Lipscomb,H,61,65
2020,2,12,Navy,Bucknell,H,60,59
2019,12,20,Navy,Mount St. Mary's,H,59,48
2020,2,5,Navy,American,H,54,62
2020,2,15,Navy,Boston U.,H,54,77
2019,12,7,Navy,Marist,H,53,51
2019,11,16,NC State,St. Francis Brooklyn,H,95,64
2020,2,19,NC State,Duke,H,88,66
2019,11,19,NC State,Alcorn,H,87,64
2019,11,13,NC State,FIU,H,86,77
2019,11,10,NC State,Detroit Mercy,H,84,65
2020,3,6,NC State,Wake Forest,H,84,64
2019,12,22,NC State,The Citadel,H,83,63
2019,11,5,NC State,Georgia Tech,H,81,82
2020,1,15,NC State,Miami (FL),H,80,63
2020,2,29,NC State,Pittsburgh,H,77,73
2019,11,23,NC State,Little Rock,H,74,58
2020,1,8,NC State,Notre Dame,H,73,68
2019,12,29,NC State,Appalachian St.,H,72,60
2019,12,4,NC State,Wisconsin,H,69,54
2020,1,27,NC State,North Carolina,H,65,75
2020,2,22,NC State,Florida St.,H,61,67
2020,1,18,NC State,Clemson,H,60,54
2020,2,1,NC State,Louisville,H,57,77
2019,11,28,NC State,Memphis,N,78,83
2019,11,22,Nebraska,Southern U.,H,93,86
2019,11,15,Nebraska,South Dakota St.,H,90,73
2019,11,9,Nebraska,Southern Utah,H,78,79
2020,1,7,Nebraska,Iowa,H,76,70
2020,3,1,Nebraska,Northwestern,H,76,81
2019,12,21,Nebraska,North Dakota,H,74,75
2020,1,18,Nebraska,Indiana,H,74,82
2019,12,29,Nebraska,A&M-Corpus Christi,H,73,52
2019,12,15,Nebraska,Purdue,H,70,56
2020,1,28,Nebraska,Michigan,H,68,79
2020,2,20,Nebraska,Michigan St.,H,65,86
2020,2,1,Nebraska,Penn St.,H,64,76
2020,2,15,Nebraska,Wisconsin,H,64,81
2020,1,3,Nebraska,Rutgers,H,62,79
2020,2,27,Nebraska,Ohio St.,H,54,75
2019,11,5,Nebraska,UC Riverside,H,47,66
2019,11,25,Nebraska,Washington St.,N,82,71
2019,11,27,Nebraska,South Fla.,N,74,67
2019,11,26,Nebraska,George Mason,N,66,85
2019,12,4,Nevada,Santa Clara,H,98,67
2020,1,25,Nevada,New Mexico,H,96,74
2020,2,8,Nevada,San Jose St.,H,95,77
2019,12,18,Nevada,Texas Southern,H,91,73
2020,2,4,Nevada,Air Force,H,88,54
2020,1,22,Nevada,UNLV,H,86,72
2020,1,4,Nevada,Boise St.,H,83,66
2019,11,12,Nevada,UT Arlington,H,80,73
2020,2,22,Nevada,Fresno St.,H,78,76
2020,2,29,Nevada,San Diego St.,H,76,83
2019,11,5,Nevada,Utah,H,74,79
2019,11,9,Nevada,LMU (CA),H,72,67
2020,1,14,Nevada,Wyoming,H,68,67
2020,1,1,Nevada,Colorado St.,H,67,61
2019,11,16,Nevada,Southern California,H,66,76
2019,11,24,Nevada,Valparaiso,N,84,59
2019,11,25,Nevada,Bowling Green,N,77,62
2019,11,22,Nevada,Fordham,N,74,60
2020,3,5,Nevada,Wyoming,N,71,74
2019,12,21,Nevada,Saint Mary's (CA),N,63,68
2020,2,29,New Hampshire,Binghamton,H,89,70
2019,11,9,New Hampshire,Holy Cross,H,87,83
2019,11,26,New Hampshire,Bryant,H,87,76
2020,2,8,New Hampshire,Stony Brook,H,81,64
2020,1,15,New Hampshire,Albany (NY),H,73,76
2019,12,30,New Hampshire,Dartmouth,H,70,56
2020,2,20,New Hampshire,Hartford,H,67,63
2020,1,18,New Hampshire,UMBC,H,65,60
2020,1,8,New Hampshire,Maine,H,57,51
2020,3,3,New Hampshire,UMass Lowell,H,54,63
2020,1,29,New Hampshire,Vermont,H,43,56
2019,12,22,New Mexico,Houston Baptist,H,107,88
2019,11,9,New Mexico,CSUN,H,97,70
2020,2,8,New Mexico,Wyoming,H,97,68
2019,11,13,New Mexico,Green Bay,H,93,78
2019,12,17,New Mexico,Grand Canyon,H,91,71
2019,11,16,New Mexico,McNeese,H,90,80
2020,1,21,New Mexico,San Jose St.,H,86,59
2020,1,11,New Mexico,Air Force,H,84,78
2019,12,4,New Mexico,Boise St.,H,80,78
2020,1,7,New Mexico,Fresno St.,H,78,64
2019,12,29,New Mexico,UC Davis,H,74,69
2020,2,18,New Mexico,Nevada,H,74,88
2020,2,15,New Mexico,UNLV,H,73,78
2019,12,1,New Mexico,Montana,H,72,63
2019,12,14,New Mexico,New Mexico St.,H,69,62
2020,2,29,New Mexico,Utah St.,H,66,64
2020,1,29,New Mexico,San Diego St.,H,57,85
2020,3,4,New Mexico,San Jose St.,N,79,66
2020,3,5,New Mexico,Utah St.,N,70,75
2019,11,25,New Mexico,Auburn,N,59,84
2019,11,26,New Mexico,Wisconsin,N,59,50
2020,1,9,New Mexico St.,Chicago St.,H,93,54
2020,2,15,New Mexico St.,Utah Valley,H,84,82
2020,3,5,New Mexico St.,California Baptist,H,83,50
2019,11,14,New Mexico St.,Southern U.,H,79,63
2020,2,22,New Mexico St.,UTRGV,H,78,62
2019,11,21,New Mexico St.,New Mexico,H,77,78
2020,1,11,New Mexico St.,Kansas City,H,74,71
2020,2,1,New Mexico St.,Grand Canyon,H,72,52
2020,2,13,New Mexico St.,Seattle U,H,72,64
2019,12,18,New Mexico St.,Ark.-Pine Bluff,H,65,40
2020,1,30,New Mexico St.,CSU Bakersfield,H,61,57
2019,12,3,New Mexico St.,UTEP,H,59,56
2019,11,25,New Mexico St.,Colorado St.,N,78,70
2019,11,26,New Mexico St.,South Fla.,N,65,45
2019,11,27,New Mexico St.,George Mason,N,64,68
2019,12,22,New Mexico St.,Mississippi St.,N,58,52
2020,1,8,New Orleans,Central Ark.,H,86,78
2020,3,7,New Orleans,Southeastern La.,H,79,69
2020,2,26,New Orleans,A&M-Corpus Christi,H,75,81
2020,1,29,New Orleans,Northwestern St.,H,74,82
2020,1,25,New Orleans,Nicholls St.,H,72,77
2019,12,18,New Orleans,Abilene Christian,H,71,77
2020,1,4,New Orleans,SFA,H,68,87
2020,1,2,New Orleans,Lamar University,H,67,74
2020,2,15,New Orleans,UIW,H,66,67
2020,1,18,New Orleans,McNeese,H,52,65
2020,2,29,Niagara,Iona,H,100,91
2019,12,8,Niagara,Colgate,H,93,82
2020,2,16,Niagara,Monmouth,H,77,72
2020,1,3,Niagara,Fairfield,H,75,66
2020,2,2,Niagara,Quinnipiac,H,75,59
2020,1,19,Niagara,Siena,H,72,71
2020,1,17,Niagara,Rider,H,70,68
2020,2,12,Niagara,Canisius,H,69,66
2020,2,27,Niagara,Saint Peter's,H,63,54
2019,11,18,Niagara,Bryant,H,62,73
2020,1,5,Niagara,Manhattan,H,62,67
2020,1,31,Niagara,Marist,H,48,67
2020,2,29,Nicholls St.,New Orleans,H,92,68
2020,1,22,Nicholls St.,Houston Baptist,H,91,83
2020,2,8,Nicholls St.,Sam Houston St.,H,88,82
2020,2,15,Nicholls St.,Southeastern La.,H,81,71
2020,3,4,Nicholls St.,McNeese,H,80,56
2020,1,18,Nicholls St.,Central Ark.,H,79,72
2020,1,2,Nicholls St.,UIW,H,76,60
2020,1,15,Nicholls St.,Northwestern St.,H,72,73
2020,2,12,Nicholls St.,Lamar University,H,69,65
2019,12,18,Nicholls St.,A&M-Corpus Christi,H,64,58
2019,11,24,Nicholls St.,UMBC,N,82,72
2019,11,22,Nicholls St.,N.C. A&T,N,54,66
2019,11,16,NJIT,Wagner,H,88,69
2020,2,20,NJIT,Stetson,H,78,69
2019,11,20,NJIT,Binghamton,H,75,77
2020,1,16,NJIT,Lipscomb,H,75,57
2020,2,6,NJIT,North Florida,H,75,82
2020,1,30,NJIT,North Ala.,H,74,78
2019,12,11,NJIT,UMass Lowell,H,66,72
2020,1,18,NJIT,Kennesaw St.,H,66,48
2020,2,8,NJIT,Jacksonville,H,54,65
2020,2,22,NJIT,FGCU,H,39,55
2020,1,4,NJIT,Liberty,H,38,65
2020,1,27,Norfolk St.,Florida A&M,H,95,67
2020,2,29,Norfolk St.,Howard,H,89,59
2020,1,4,Norfolk St.,Bethune-Cookman,H,85,72
2020,2,8,Norfolk St.,Delaware St.,H,85,57
2020,2,17,Norfolk St.,Coppin St.,H,80,60
2020,1,25,Norfolk St.,South Carolina St.,H,73,62
2020,1,18,Norfolk St.,UMES,H,62,52
2020,2,15,Norfolk St.,Morgan St.,H,62,57
2019,12,1,Norfolk St.,Niagara,H,61,65
2019,12,20,Norfolk St.,Bowling Green,N,72,67
2019,12,21,Norfolk St.,Drexel,N,49,53
2019,11,27,North Ala.,Mississippi Val.,H,73,50
2020,2,27,North Ala.,NJIT,H,72,65
2020,2,6,North Ala.,Lipscomb,H,71,73
2020,1,18,North Ala.,FGCU,H,70,65
2019,11,30,North Ala.,Morehead St.,H,67,57
2020,1,4,North Ala.,North Florida,H,65,81
2020,2,20,North Ala.,Kennesaw St.,H,65,46
2020,1,2,North Ala.,Jacksonville,H,62,57
2019,11,16,North Ala.,Samford,H,61,55
2020,2,8,North Ala.,Liberty,H,56,74
2020,1,16,North Ala.,Stetson,H,49,54
2020,2,8,North Carolina,Duke,H,96,98
2020,1,25,North Carolina,Miami (FL),H,94,71
2020,3,3,North Carolina,Wake Forest,H,93,83
2020,2,25,North Carolina,NC State,H,85,79
2020,1,4,North Carolina,Georgia Tech,H,83,96
2019,11,15,North Carolina,Gardner-Webb,H,77,61
2019,11,6,North Carolina,Notre Dame,H,76,65
2020,1,11,North Carolina,Clemson,H,76,79
2019,11,20,North Carolina,Elon,H,75,61
2019,12,30,North Carolina,Yale,H,70,67
2020,2,1,North Carolina,Boston College,H,70,71
2020,1,8,North Carolina,Pittsburgh,H,65,73
2019,12,15,North Carolina,Wofford,H,64,68
2020,2,15,North Carolina,Virginia,H,62,64
2019,12,4,North Carolina,Ohio St.,H,49,74
2019,11,29,North Carolina,Oregon,N,78,74
2019,11,27,North Carolina,Alabama,N,76,67
2019,12,21,North Carolina,UCLA,N,74,64
2019,11,28,North Carolina,Michigan,N,64,73
2020,1,5,North Dakota,Purdue Fort Wayne,H,83,69
2020,1,25,North Dakota,Western Ill.,H,83,77
2020,2,19,North Dakota,South Dakota St.,H,83,94
2020,1,23,North Dakota,Denver,H,78,71
2020,2,6,North Dakota,Oral Roberts,H,74,68
2020,2,22,North Dakota,North Dakota St.,H,71,68
2020,2,8,North Dakota,South Dakota,H,68,82
2020,1,8,North Dakota,Omaha,H,62,66
2019,11,30,North Dakota,Ga. Southern,N,80,68
2020,3,8,North Dakota,South Dakota,N,74,71
2019,12,1,North Dakota,Campbell,N,56,58
2020,1,2,North Dakota St.,Western Ill.,H,94,74
2020,2,29,North Dakota St.,Omaha,H,87,67
2020,1,19,North Dakota St.,North Dakota,H,83,74
2020,2,8,North Dakota St.,Oral Roberts,H,83,76
2020,1,25,North Dakota St.,Denver,H,82,70
2020,2,14,North Dakota St.,Purdue Fort Wayne,H,80,70
2019,12,16,North Dakota St.,Montana St.,H,79,65
2019,12,7,North Dakota St.,ETSU,H,78,68
2019,11,11,North Dakota St.,Cal Poly,H,74,67
2020,1,15,North Dakota St.,South Dakota,H,72,70
2020,2,27,North Dakota St.,South Dakota St.,H,71,69
2019,11,23,North Dakota St.,Utah Valley,H,62,68
2019,11,15,North Dakota St.,UTRGV,N,76,70
2020,3,7,North Dakota St.,Denver,N,71,69
2019,11,17,North Dakota St.,Stony Brook,N,57,64
2019,12,2,North Florida,High Point,H,93,70
2020,1,9,North Florida,FGCU,H,89,74
2020,2,1,North Florida,Kennesaw St.,H,86,45
2020,2,22,North Florida,Lipscomb,H,82,74
2020,2,13,North Florida,Jacksonville,H,81,66
2019,11,11,North Florida,Ga. Southern,H,80,77
2020,2,15,North Florida,North Ala.,H,80,67
2020,1,30,North Florida,Stetson,H,78,65
2020,1,23,North Florida,Liberty,H,71,70
2019,11,14,North Florida,Southern Miss.,H,66,63
2020,1,11,North Florida,NJIT,H,66,78
2019,11,28,North Florida,LIU,N,95,92
2019,11,29,North Florida,Tennessee St.,N,73,81
2020,1,23,North Texas,UTSA,H,98,78
2019,12,21,North Texas,Ark.-Pine Bluff,H,86,53
2020,1,11,North Texas,Fla. Atlantic,H,81,58
2020,2,13,North Texas,Charlotte,H,81,72
2019,11,19,North Texas,N.C. A&T,H,80,60
2019,12,5,North Texas,Oklahoma,H,80,82
2020,1,20,North Texas,Rice,H,79,59
2020,3,1,North Texas,Western Ky.,H,78,72
2019,12,7,North Texas,Little Rock,H,76,53
2020,1,9,North Texas,FIU,H,74,56
2020,2,22,North Texas,Louisiana Tech,H,71,73
2020,1,25,North Texas,UTEP,H,67,57
2020,2,15,North Texas,Old Dominion,H,64,47
2019,11,16,North Texas,Eastern Mich.,H,51,56
2019,11,24,North Texas,Utah St.,N,59,68
2019,11,22,North Texas,Rhode Island,N,47,60
2020,1,23,Northeastern,Drexel,H,85,52
2019,11,8,Northeastern,Harvard,H,84,79
2019,12,4,Northeastern,Maine,H,78,63
2020,1,2,Northeastern,Elon,H,77,68
2020,2,27,Northeastern,James Madison,H,77,57
2020,1,25,Northeastern,Delaware,H,74,76
2020,1,9,Northeastern,Hofstra,H,72,74
2020,3,1,Northeastern,Towson,H,72,75
2020,2,13,Northeastern,UNCW,H,71,63
2019,11,16,Northeastern,Old Dominion,H,69,76
2020,2,15,Northeastern,Col. of Charleston,H,65,51
2020,1,4,Northeastern,William & Mary,H,64,66
2019,12,7,Northeastern,Davidson,H,63,70
2019,11,27,Northeastern,Weber St.,N,79,69
2020,3,8,Northeastern,Towson,N,72,62
2019,11,25,Northeastern,South Alabama,N,62,74
2019,11,26,Northeastern,Drake,N,56,59
2020,1,25,Northern Ariz.,Portland St.,H,84,82
2020,2,15,Northern Ariz.,Southern Utah,H,82,69
2020,2,1,Northern Ariz.,Idaho,H,77,72
2019,11,30,Northern Ariz.,South Dakota,H,76,72
2019,12,8,Northern Ariz.,Omaha,H,73,65
2020,1,4,Northern Ariz.,Weber St.,H,72,64
2020,1,27,Northern Ariz.,Sacramento St.,H,69,54
2020,1,11,Northern Ariz.,Idaho St.,H,67,71
2019,12,4,Northern Ariz.,UC Davis,H,66,85
2020,2,3,Northern Ariz.,Eastern Wash.,H,66,77
2020,2,27,Northern Ariz.,Montana,H,57,56
2020,2,29,Northern Ariz.,Montana St.,H,57,63
2020,2,13,Northern Ariz.,Northern Colo.,H,54,84
2020,2,27,Northern Colo.,Idaho,H,93,49
2019,12,17,Northern Colo.,Denver,H,86,64
2019,11,8,Northern Colo.,UIW,H,83,61
2020,1,30,Northern Colo.,Idaho St.,H,83,67
2020,1,4,Northern Colo.,Montana,H,74,66
2020,1,16,Northern Colo.,Sacramento St.,H,71,52
2020,2,10,Northern Colo.,Portland St.,H,71,83
2020,2,1,Northern Colo.,Weber St.,H,70,52
2020,1,2,Northern Colo.,Montana St.,H,68,59
2020,2,20,Northern Colo.,Southern Utah,H,68,66
2020,2,29,Northern Colo.,Eastern Wash.,H,64,68
